55328	59472
55328	64840
55328	115254
55328	115224
55328	117238
55328	126238
55328	126242
55328	126873
55328	130049
55328	133446
55328	151173
55328	153502
55328	165429
55328	166151
55328	194174
55328	200968
55328	212256
55328	222958
59472	55328
59472	64840
59472	115254
59472	115224
59472	117238
59472	126238
59472	126242
59472	126873
59472	130049
59472	133446
59472	151173
59472	153502
59472	165429
59472	166151
59472	194174
59472	200968
59472	212256
59472	222958
64840	55328
64840	59472
64840	115254
64840	115224
64840	117238
64840	126238
64840	126242
64840	126873
64840	130049
64840	133446
64840	151173
64840	153502
64840	165429
64840	166151
64840	194174
64840	200968
64840	212256
64840	222958
115254	55328
115254	59472
115254	64840
115254	115224
115254	117238
115254	126238
115254	126242
115254	126873
115254	130049
115254	133446
115254	151173
115254	153502
115254	165429
115254	166151
115254	194174
115254	200968
115254	212256
115254	222958
115224	55328
115224	59472
115224	64840
115224	115254
115224	117238
115224	126238
115224	126242
115224	126873
115224	130049
115224	133446
115224	151173
115224	153502
115224	165429
115224	166151
115224	194174
115224	200968
115224	212256
115224	222958
117238	55328
117238	59472
117238	64840
117238	115254
117238	115224
117238	126238
117238	126242
117238	126873
117238	130049
117238	133446
117238	151173
117238	153502
117238	165429
117238	166151
117238	194174
117238	200968
117238	212256
117238	222958
126238	55328
126238	59472
126238	64840
126238	115254
126238	115224
126238	117238
126238	126242
126238	126873
126238	130049
126238	133446
126238	151173
126238	153502
126238	165429
126238	166151
126238	194174
126238	200968
126238	212256
126238	222958
126242	55328
126242	59472
126242	64840
126242	115254
126242	115224
126242	117238
126242	126238
126242	126873
126242	130049
126242	133446
126242	151173
126242	153502
126242	165429
126242	166151
126242	194174
126242	200968
126242	212256
126242	222958
126873	55328
126873	59472
126873	64840
126873	115254
126873	115224
126873	117238
126873	126238
126873	126242
126873	130049
126873	133446
126873	151173
126873	153502
126873	165429
126873	166151
126873	194174
126873	200968
126873	212256
126873	222958
130049	55328
130049	59472
130049	64840
130049	115254
130049	115224
130049	117238
130049	126238
130049	126242
130049	126873
130049	133446
130049	151173
130049	153502
130049	165429
130049	166151
130049	194174
130049	200968
130049	212256
130049	222958
133446	55328
133446	59472
133446	64840
133446	115254
133446	115224
133446	117238
133446	126238
133446	126242
133446	126873
133446	130049
133446	151173
133446	153502
133446	165429
133446	166151
133446	194174
133446	200968
133446	212256
133446	222958
151173	55328
151173	59472
151173	64840
151173	115254
151173	115224
151173	117238
151173	126238
151173	126242
151173	126873
151173	130049
151173	133446
151173	153502
151173	165429
151173	166151
151173	194174
151173	200968
151173	212256
151173	222958
153502	55328
153502	59472
153502	64840
153502	115254
153502	115224
153502	117238
153502	126238
153502	126242
153502	126873
153502	130049
153502	133446
153502	151173
153502	165429
153502	166151
153502	194174
153502	200968
153502	212256
153502	222958
165429	55328
165429	59472
165429	64840
165429	115254
165429	115224
165429	117238
165429	126238
165429	126242
165429	126873
165429	130049
165429	133446
165429	151173
165429	153502
165429	166151
165429	194174
165429	200968
165429	212256
165429	222958
166151	55328
166151	59472
166151	64840
166151	115254
166151	115224
166151	117238
166151	126238
166151	126242
166151	126873
166151	130049
166151	133446
166151	151173
166151	153502
166151	165429
166151	194174
166151	200968
166151	212256
166151	222958
194174	55328
194174	59472
194174	64840
194174	115254
194174	115224
194174	117238
194174	126238
194174	126242
194174	126873
194174	130049
194174	133446
194174	151173
194174	153502
194174	165429
194174	166151
194174	200968
194174	212256
194174	222958
200968	55328
200968	59472
200968	64840
200968	115254
200968	115224
200968	117238
200968	126238
200968	126242
200968	126873
200968	130049
200968	133446
200968	151173
200968	153502
200968	165429
200968	166151
200968	194174
200968	212256
200968	222958
212256	55328
212256	59472
212256	64840
212256	115254
212256	115224
212256	117238
212256	126238
212256	126242
212256	126873
212256	130049
212256	133446
212256	151173
212256	153502
212256	165429
212256	166151
212256	194174
212256	200968
212256	222958
222958	55328
222958	59472
222958	64840
222958	115254
222958	115224
222958	117238
222958	126238
222958	126242
222958	126873
222958	130049
222958	133446
222958	151173
222958	153502
222958	165429
222958	166151
222958	194174
222958	200968
222958	212256
